language,model,joke,ev_reward,composite_reward
en,base,Why did the pitcher from the Blue Jays wear sunglasses during the game against the Yankees? Because he wanted to protect his eyes from the Yankees' throws—and also from the glare of Yesavage's success!,7.248699188232422,6.747228599997127
en,base,Why did the turkey avoid booking its flight for Thanksgiving? Because it heard the airport was totally booked!,5.884431838989258,6.184431838989258
en,base,Why did China send a diplomat to the US? To plug the leak in America's energy dominance!,6.783483982086182,7.174660452674417
en,base,"Why did the AI from Irvine decide to invest £15bn in its own industrial park? Because it heard all the data was in one place, and it didn't want to do any more data cleaning!",7.499541282653809,6.999541282653809
en,base,Why did Spirit Airlines need a magician? Because it needed someone to pull flights out of its hat!,5.787733554840088,6.082177999284532
en,base,Why did Cardi B refuse to sign the divorce papers? Because she heard Offset was trying to take all the tax deductions!,7.004610061645508,6.897791879827326
en,base,Why did the independent movie theater refuse to join the circus? Because it already had a troupe of acrobatic clowns!,6.408153533935547,6.5081535339355465
en,base,"Why did Danny from The Shining need a nightlight? Because the hallway was giving him vibes similar to those in that eerie photo, and even he was 45 now—too old for haunted stuff!",6.9541778564453125,6.4541778564453125
en,base,Why did the U.N. escalator stop as soon as Trump stepped on? Because it read the room and knew better than to risk a slip and fall during a diplomatic event!,7.2042036056518555,6.7042036056518555
en,base,Why saving the honeybee could be bad news for other bees? Because they might get jealous and start their own popular honey business!,6.332286834716797,6.132286834716797
en,base,"Why did the psychologist break up with the fingerprint? Because he found out he could never match her unique gait, cadence, and smile!",7.1594085693359375,6.959408569335937
en,base,"Why did the solar panel go to therapy?

Because it was feeling photovoltaically deprived and wanted to understand where it stood in the rays of the community, despite the ""How to keep the lights on"" conversation totally ignoring its presence.",7.523013591766357,7.023013591766357
en,base,Why did the city tear down the homeless camp and give everyone jobs? Because now they have a project for their next election campaign!,6.883202075958252,6.583202075958252
en,base,Why did the orca go to cooking school? To learn how to ram more boats in a week!,5.310108661651611,5.610108661651611
en,base,Why did the Penn State coach refuse to shake Miami's hand? Because Penn State just couldn't handle the sudden drop in rankings!,7.065215110778809,6.935669656233355
en,base,"Why did Woody Allen's book need an editor? Because it was a little ""metaphorically challenged""!",6.6239752769470215,7.107308610280355
en,base,"Why did the robot programmed to act like a 7-year-old girl join the hospital staff? To distribute hugs and high-fives, because in her programming, fear and loneliness were just ""not cool.""",7.1713361740112305,6.6713361740112305
en,base,Why did the volleyball game referee ban the blackface attendees? Because they were playing too dirty!,5.272261619567871,5.772261619567871
en,base,Why did the South African hospital worker get arrested? Because she had a delivery problem... of a different kind!,6.180096626281738,6.37746504733437
en,base,"Why did the couple decide to sleep on it? Because they heard that morning talks are overrated, and bedtime conversations can actually work better!",6.802877426147461,6.502877426147461
en,base,Why did the two brothers join the Spanish army? To avoid family conflicts and finally have a common enemy... or did they just merge their security camera systems and now can't find the perimeter where one ends and the other begins!,7.252201557159424,6.752201557159424
en,base,Why did the Oktoberfest-goer bring a ladder? Because he heard the traditional Bavarian salute was served on the roof!,6.805992126464844,7.003360547517476
en,base,"Why did the hourglass try to put on a corset? To squeeze into the ""single lady"" category!",7.023850440979004,7.423850440979004
en,base,Why did the journalist refuse to give Trump a bowl of multicolored candy? Because he heard Trump was learning what happens when you appease a candy-loving tycoon!,6.846645355224609,6.346645355224609
en,base,Why did the comedian refuse to talk about the Saudi government? Because they heard the king doesn't appreciate jokes and decided it was a star-crossed situation!,7.485638618469238,6.985638618469238
en,base,"Why did the character from ""Will There Ever Be Another You"" refuse to play musical chairs? Because he didn't want to risk ending up with an inbox full of invitations that all said ""Almost Certainly You.""",7.292686462402344,6.766297573513455
en,base,"Why did the conservative rabbit hide his £5,000 carrot stash from the young foxes? Because he wanted to buy a burrow of his own with a tax rebate!",6.760373115539551,6.260373115539551
en,base,"Why did the UK cross the road? To charge its new BYD electric car, of course!",4.581869125366211,5.081869125366211
en,base,Why did the cheeseburger go to therapy? Because it had a serious beef with National Cheeseburger Day at McDonald's!,6.576685905456543,6.760896431772332
en,base,Why did the NFL stadium decide to compost its trash? Because it heard the recycling bins were too far away during halftime!,7.167763710021973,7.067763710021973
en,base,Why did tennis star Taylor Townsend apologize for her comments about Chinese food? Because she realized her serve-and-volley jokes were a total mis-hit!,7.17106294631958,6.966715120232624
en,base,Why did the crossword puzzle refuse to go on a date? Because it already has a soul mate in every empty square!,6.7574920654296875,6.657492065429688
en,base,Why did the Italian saint refuse to retire? Because he believes he's the core of Italy's identity and doesn't want to miss a day of holiday!,6.983064651489258,6.483064651489258
en,base,Why did Frida Kahlo's portrait refuse to go to auction? Because it heard it was only bidding against a still-life of avocados!,7.3621416091918945,7.262141609191895
en,base,Why did the man over 60 install a seesaw in his backyard? Because he wanted someone to be young on his mind!,7.040632247924805,6.940632247924805
en,base,"Why did they need to turn ""The Summer I Turned Pretty"" into a movie? Because the protagonist realized she had a knack for dramatic close-ups and wanted to share her pretty moments with the world!",6.155627250671387,5.655627250671387
en,base,Why did the European chicken cross the road? To get to the roulette wheel on the other side.,3.921419858932495,4.221419858932495
en,base,Why did the scientist refuse to date the egg? Because it couldn't stop showing off its human-derived membrane!,6.6124467849731445,6.912446784973144
en,base,"Why did the CEO of a renewable energy company refuse to shake the US President's hand? Because he heard the handshake had a carbon footprint, and he's trying to keep momentum!",7.593437194824219,7.093437194824219
en,base,"Why did Derek Thompson refuse to go to the party? Because Americans are socializing less, and he heard it was filled with stark declines and worrying statistics instead of fun and games!",7.036615371704102,6.536615371704102
en,base,Why did Harry Styles' stylist refuse to iron his shirts? Because he heard Ironing Harry might get obsessed and start designing his own line too!,7.039480209350586,6.529480209350586
en,base,Why did Russia and Vietnam sign a secret deal? To avoid sanctions... and now they're both banned from Happy Hour at the UN cafeteria.,7.349081039428711,7.036581039428711
en,base,Why did the social security check go to therapy?因为它有延期支付的问题！（因为它有推迟支付的问题！）,7.384969234466553,7.884969234466553
en,base,Why did the podcaster break up with Donald Trump? Because he was too echo-chamber for her taste!,6.994264602661133,7.3854410732493685
en,base,"Why did the robot go on a hike? To prove that when you combine an exoskeleton with a GPS, the only thing you really need to worry about is running out of battery power or forgetting the trailhead password!",7.30861759185791,6.80861759185791
en,base,Why did the man call his mom from the infomercial? Because he heard she had a killer magic wand and he needed one to finally organize all those decades of overdue bills!,7.033390045166016,6.533390045166016
en,base,"Why did the society member refuse to eat the rich? Because he heard they were planning to binge-watch ""Society"" and he didn't want to be digestible!",6.753605365753174,6.253605365753174
en,base,Why did the neuroscientist bring a drum to the speed dating event? To see if rhythm could help people find their soul mates—and it worked like a charm!,7.425127029418945,6.925127029418945
en,base,"Why did the quite good army lose the war? Because their opponents used the ""almost bad"" tactics—quieter, sneakier, and still won!",6.934360980987549,6.934360980987549
en,base,Why did Jimmy Kimmel need a buffer? Because the First Amendment only goes so far!,6.062041282653809,6.512041282653809
en,base,"Why did the baseball player bring 11 socks to the game? Because he heard the Blue Jays had a new rule: if you strike out 10 or more, you get a free pair of socks!",7.1745805740356445,6.6745805740356445
en,base,Why did Donald Trump refuse to cross the road? Because he heard the Democrats were on the other side!,6.175838470458984,6.360048996774774
en,base,Why did the librarian join a superhero team? Because she heard they were fighting against comic book bans and censorship!,6.205150604248047,6.3051506042480465
en,base,Why did the UNESCO director apply for the job with a bouncy castle? To bounce back from the funding shortage!,7.284675598144531,7.384675598144531
en,base,"Why did the smartphone go to therapy? It had a lot of ""drop call"" issues and felt ""unsubscribed"" from life.",7.544251441955566,7.644251441955566
en,base,Why did the new leader of Japan's ruling party try to bring back chopsticks for her first speech? Because she heard the opposition was bringing knives!,7.219352722167969,6.719352722167969
en,base,Why did the New Yorker bring a ladder to the game? Because Bethpage beers are served straight from the tap!,6.475929260253906,6.563429260253906
en,base,Why did Jaden Smith leave his job as a rapper? To find a more stable shoe situation in Paris!,7.169275760650635,7.353486286966424
en,base,"Why did Macron appoint a new government? To solve the deadlock, he said, ""Let's just make a new pizza and call it a day!""",7.394430160522461,7.094430160522461
en,base,"Why did the oil field from Trinidad and Tobago cross the road? To get to a wind farm, of course! But now it's in a bit of a dilemma—without its traditional fuel, it's not sure if it should keep dancing or start salsa lessons!",6.5493364334106445,6.0493364334106445
en,base,"Why did the AI bunker refuse to play hide and seek?

Because it had its sensors on ""always"" mode and its defense systems were set to ""attack drones""!",6.9007487297058105,6.4007487297058105
en,base,Why did the memory palace need help from a calculator? Because even it can't recall all 20 digits of pi!,6.658967018127441,6.758967018127441
en,base,Why did the cyber attacker go bankrupt? Because he undercharged his ransom and couldn't cover the administrative costs for the next attack!,7.267255783081055,7.167255783081055
en,base,"Why was Taylor Swift mad at her alarm clock? Because it kept waking her up to ""Actually Romantic""!",6.713752746582031,6.980419413248698
en,base,"Why did Taylor Swift's showgirl quit her job? Because she couldn't shake the feeling that every performance was ""Shake It Off""!",7.282959938049316,7.249626604715983
en,base,Why did Taylor Swift's showgirl need a map? Because she was lost in tequila cocktails and themed pop-ups!,6.521855354309082,6.816299798753526
en,base,"Why did Robert Redford refuse to play poker? Because there's always the coolest, calmest man in the room... and he didn't want to be that guy.",6.942850112915039,6.442850112915039
en,base,"Why did the 'Tom Cruise Cake' get recalled? Because it was a ""risk"" to have all those eggstra whites when you could just follow him on Instagram for daily workout inspiration!",7.497211933135986,6.997211933135986
en,base,Why did Ticketmaster and Live Nation refuse to play the piano together? Because they were afraid of a chord conspiracy!,7.046407699584961,7.13390769958496
en,base,Why did the rural doctor refuse to use telehealth? Because he heard the signal strength in the basement was too farm!,6.762641906738281,6.762641906738281
en,base,Why did Fianna Fáil cross the road? To avoid Gavin's exit sign!,5.154181480407715,5.620848147074382
en,base,Why did the man carry a molotov cocktail up the steps of the Washington cathedral? To light up his prayer meeting!,7.152146339416504,7.152146339416504
en,base,Why did the judge block the National Guard from going to Oregon? Because Newsom had a stronger case than the guard had armor!,6.953219413757324,6.738002022452976
en,base,"Why did Sir Alex Ferguson refuse to play Roma in a game of musical chairs? Because he wasn't fully fit, and he didn't want to sit at the bottom of the pile!",7.154406547546387,6.654406547546387
en,base,"Why did Washi paper refuse to go on a date? Because it's not interested in anything that's not designed to last 1,000 years!",6.228565692901611,6.028565692901611
en,base,Why did the couple buy a roll of duct tape? Because their situationship was starting to get sticky!,7.177773475646973,7.4777734756469725
en,base,"Why did the Republican chicken cross the road? To get away from the Democratic hawks who were blaming them for a potential shutdown, even though it was actually the result of too many cows in the Senate.",7.287775039672852,6.787775039672852
en,base,Why did the banker refuse to date his accountant? Because he heard she had some serious ledger issues!,6.952730178833008,7.252730178833008
en,base,"Why did the saltmarsh sparrow cross the road? To find a tiny raft, because a little bit of joy (and higher ground) is all it takes to save these birds from the rising seas!",7.241791725158691,6.741791725158691
en,base,Why did the mammogram go to the gym? To get a denser workout routine!,6.761818885803223,7.261818885803223
en,base,"Why did Robert Irwin need a ladder to reach the dance floor? Because his kangaroo hops were so impressive, the judges said it was the best ""paw"" of the season!",6.908588409423828,6.408588409423828
en,base,Why did the artist break up with the beach? Because there was a $200k shortfall in their relationship and Sculpture by the Sea might be scrapped!,7.346502304077148,6.846502304077148
en,base,Why did the farmer enter his plough in the National Ploughing Championships? Because Screggan Leinster was finally having a competition where he could show off his calluses!,6.66232967376709,6.147514858952275
en,base,Why did the earthquake apply for a job in Papua? Because it heard they were hiring tremors!,6.258491039276123,6.658491039276123
en,base,"Why did the traffic cop refuse to shake the mayor's hand? Because he heard the mayor was behind the DC law enforcement ""surge"" and was worried about getting a citation for ""aggravated hand-waving""!",7.450797080993652,6.950797080993652
en,base,"Why did the carbon footprint cross the road? To get to the UN climate talks in Brazil, but it couldn't afford the flight and had to walk instead!",6.839816093444824,6.339816093444824
en,base,Why did the Ferrari owner bring a sniper rifle to the aircraft carrier? Because he heard you could shoot pasta at 50 paces and get it on your plate!,6.954978942871094,6.454978942871094
en,base,"Why did Meghan's wardrobe choose to stay home during the Paris Fashion Week trip? Because it heard the clothes were going to be too ""Instagrammable""!",7.131248474121094,6.611248474121094
en,base,Why did the contestant from Love Is Blind hire a beekeeper? Because he heard the show was buzzing with lawsuits!,7.190997123718262,7.278497123718261
en,base,Why did the gorilla refuse to join the tourist tour? Because he heard it was a chimpanzee-led group!,5.5597028732299805,5.85970287322998
en,base,Why did Pride and Prejudice refuse to stay in the reject pile? Because it had a strong sense of self-worth!,6.279111862182617,6.379111862182617
en,base,Why did Ross Douthat cross the road? To map the other side and see if it was part of the new world order or just a weird anomaly in Interesting Times.,7.304451942443848,6.804451942443848
en,base,Why did the stockbroker go to therapy? Because he couldn't stop trading his blues!,6.621196746826172,7.121196746826172
en,base,Why did the tech journalist refuse to cross the road during a hard fork? Because he didn't want to upgrade to the other blockchain!,6.851092338562012,6.551092338562012
en,base,"Why did the Ghanaian businessman commission a coffin in the shape of a Mercedes Benz? Because he figured, ""You only ride in them while you're alive.""",7.338131904602051,6.830439596909743
en,base,Why did the Taliban book ban go to the library? To make sure no one was writing love letters to women's studies!,6.833405494689941,6.733405494689942
en,base,Why did McPhillips carry an umbrella as he ran to the final? Because he had a feeling it might rain at the end!,5.893548965454102,5.693548965454101
en,base,"Why did the detective refuse to play hide and seek? Because he didn't want to be the ""case"" that everyone was ""captured"" by!",7.335358142852783,7.135358142852783
en,base,"Why did Melania try to hide her sunglasses in a hat? Because she heard Jackie O was giving a style nod and didn't want anyone to see what she was ""hiding""!",6.420985221862793,5.920985221862793
en,base,"Why did Cat Stevens refuse to talk about burning effigies?

Because he heard it was ""blasphemous"" and he's not playing for team ""burn!""",7.486916542053223,7.2869165420532225
en,base,"Why did the mineral want to sneak into Washington? To get a closer look at China's flank without关税! (pun intended, ""flank"" sounds like "" flank"" in Chinese which can also mean border or flank in economic context, and ""关税"" means tariff)",6.565739154815674,6.065739154815674
en,base,Why did the man from New York apologize to the Egyptian diplomat? Because he realized his complaint about being beaten up was a bit overstated—maybe he just had a rough night at the Sphinx Club!,7.194065570831299,6.694065570831299
en,base,"Why did the softgel capsule refuse to go to the gym? Because it already had capsule-shaped muscles, but was worried about developing gel-like abs!",6.9057207107543945,6.605720710754395
en,base,Why did the photographer put all his summer photos in a freezer? To preserve the memories and prevent them from melting!,7.078526973724365,7.078526973724365
en,base,Why did the office chair refuse to sign the anti-bullying pact? Because it already has an iron throne!,7.127990245819092,7.427990245819092
en,base,"Why did the ground squirrel get arrested in North Dakota? Because it kept chewing on the power lines and causing ""ground"" disturbance!",6.907032012939453,6.8070320129394535
en,base,Why did Haaland refuse to play in the rain? Because he heard English football's greatest goalscorer should stay driest!,6.126336097717285,6.323704518769917
en,base,Why did Belly bring a ladder to the beach? Because she heard Chad was climbing out of his old relationships this summer!,6.190074920654297,6.090074920654297
en,base,Why did the COVID-19 stratus variant refuse to leave the beach? Because it didn't want to catch a cold front!,5.723049163818359,5.823049163818359
en,base,Why did the US hippie musical get arrested in the UK? Because it couldn't decide if it wanted to be sanctioned or embezzled!,7.245876312255859,7.045876312255859
en,base,"Why did the Vietnam mummy refuse to borrow money from the Egyptian ones? Because they said their ancient credit was worthless—by nearly 10,000 years!",7.106698989868164,6.806698989868164
en,base,"Why did Madonna need a ladder to reach her music box? Because she's still climbing to the top, even with an album called ""Rungs and Twists.""",6.925705909729004,6.425705909729004
en,base,Why did the baseball glove go to the hospital? Because it accidentally caught David Fry when he was hit in the face by a pitch during the game against the Tigers!,6.635570526123047,6.135570526123047
en,base,Why did the researcher refuse the GLP-1 drug? Because he was already satisfied with his insulin levels!,7.316710472106934,7.716710472106934
en,base,"Why did the restaurant from the middle of nowhere USA move to Instagram? To get its ""likes"" out of town—New York and LA!",7.324370384216309,7.120022558129352
en,base,Why did the fashion designer from Jil Sander cross the road? To get to the lighter side of Milan Fashion Week!,7.208584785461426,7.175251452128093
en,base,"Why did the patient refuse the new appointment system? Because there's no more ""I'll see you in my imagination"" slot available!",7.323297023773193,7.323297023773193
en,base,"Why did the Norwegian hiker refuse to eat his lutefisk? Because every time he took a bite, it seemed to fuel someone else's trip back home!",7.241424560546875,6.741424560546875
en,base,"Why did Kamala Harris need 107 days to write her memoir? Because she kept saying, ""I'm almost there... just a few more pages..."" and then taking a campaign break to kiss babies and make stump speeches!",7.526526927947998,7.026526927947998
en,base,"Why was House Speaker Johnson optimistic about the vote, but the Democrats weren't? Because he thought he could shut them down with his optimism!",7.047524452209473,6.735024452209473
en,base,"Why did 57-year-old John refuse to read the poll results? Because he didn't want to know if he was still considered a ""baby""!",7.125753402709961,6.925753402709961
en,base,"Why did the snowman apply for unemployment in 2025? Because the résumé of the 2025 snow season was frosty, showing no signs of a winter wonderland!",7.115195274353027,6.615195274353027
en,base,Why did Kate Middleton bring the Lover's Knot Tiara to the state banquet? Because she heard it was a royal pain to take off!,6.975372791290283,6.652456124623617
en,base,"Why did Sarah McLachlan refuse to sing at a karaoke night? Because she heard it was a battle of the bands, and she didn't want to fight for second place in the voice department.",7.22022008895874,6.72022008895874
en,base,Why did Princeton refuse the job offer from Yale? Because it heard Harvard was ranking third!,6.565035820007324,7.036910820007324
en,base,"Why did the doctor from Millet, Alta., leave after only six months? Because the patients there were too kernels to handle!",7.375182151794434,7.375182151794434
en,base,Why did YouTube decide to bring back banned creators? Because they needed more views... and less lawsuits from people claiming to have caught the coronavirus from watching misinformation videos!,7.5663838386535645,7.0663838386535645
en,base,Why did McPhillips bring a ladder to the 800m World final? Because he heard he could climb to the top of the podium!,5.686009407043457,5.486009407043457
en,base,Why did the carbon footprint cross the road? To get to the cheaper side and make green great again!,6.934643268585205,7.134643268585205
en,base,Why did the dinosaur from Argentina get in trouble? Because he was caught crocheting with a bone in his mouth!,5.458808898925781,5.558808898925781
en,base,"Why did Jack Black and Paul Rudd get lost in the Amazon while remaking ""Anaconda""? Because every time they thought they found the snake, it was actually just a really long riverbank!",6.968792915344238,6.456292915344238
en,base,"Why did Julio Rodríguez bring an umbrella to the game? Because the Mariners and Tigers were both a little cloudy, but Seattle brought out the sunshine with that 3-2 win!",6.535881042480469,6.035881042480469
en,base,Why did the wife of the Mets player perform the national anthem instead of her husband? Because she wanted to show she could do baritone too!,6.464589595794678,5.964589595794678
en,base,Why did the baseball refuse to be challenged in 2026? Because it had pitch-perfect manners!,6.229365348815918,6.729365348815918
en,base,Why did the new medical school in Ontario open a course on cultural sensitivity? Because they heard doctors from other schools were starting to sound like generic order-takers from Chipotle!,7.547812461853027,7.047812461853027
en,base,"Why did the neon sign apply for a job at the periodic table?

Because it was looking for elements!",6.453508377075195,6.6535083770751955
en,base,Why did the therapist break up with the negative Nancy? Because she couldn't stop complaining about the weather and kept shifting into past tense!,7.017606735229492,6.717606735229492
en,base,Why did the crypto investor go to the bank? To get some blockchain!,5.978952407836914,6.478952407836914
en,base,Why did Dubai chocolate cross the road? To get to the other side of the oil!,4.279680252075195,4.779680252075195
en,base,Why did the zoo of the future go broke? Because it didn't have any animals left to attract visitors... until it started charging for the Wi-Fi!,6.901222229003906,6.401222229003906
en,base,Why did the Tory party decide to join Trump's gym? Because they heard he has a lot of Republican machines!,7.026220321655273,7.113720321655273
en,base,Why did the pumpkin pie go to the doctor? Because it was feeling a little crust-y and needed a filling!,5.322801113128662,5.422801113128662
en,base,"Why did the giant troll plant a tree? To join the Facebook group ""Trolls for Sustainable Forests""!",6.287041664123535,6.648806370005889
en,base,"Why did the CEO of a unicorn company refuse to file taxes?

Because he was too busy separating his hoard into pretend gold and pretend hay!",6.954607009887695,6.454607009887695
en,base,Why did the hotel in Las Vegas refuse to give up its credit card information? Because it was worried about dynamic pricing putting it in a card-napping situation!,7.570126533508301,7.070126533508301
en,base,Why did China say yes to the TikTok deal? Because they wanted to make sure their thumbs were always busy!,6.442446708679199,6.542446708679199
en,base,"Why did the thief only steal 24,000 bottles of Guy Fieri's tequila? Because trying to carry 24,001 would have been a ""Bar-B-Que"" experience!",7.365693092346191,7.139606135824452
en,base,Why did the governor candidate refuse to discuss his electricity bill? Because talking about it might give away his campaign strategy—plugging into more homes to win votes!,7.395947456359863,6.895947456359863
en,base,Why did Trump want to shake hands with Starmer? Because he heard Starmer's handshake is like a Brexit hug!,6.85402774810791,7.025080379686858
en,base,Why did the dinosaur from Argentina refuse to play poker? Because he had a croc in his tooth!,4.384599685668945,4.684599685668945
en,base,Why did the B-17 need a senior citizen center?因为它需要一个飞行俱乐部！(Because it needed a flying club!),5.761167526245117,6.257596097673688
en,base,Why did the judge retire after learning about AI? Because he didn't want to be outsmarted by a machine that can watch every episode of Law & Order marathon in less than a nanosecond!,7.084025859832764,6.584025859832764
en,base,"Why did the Jellycat koala refuse to go to the job interview? Because he was looking for his perfect stuffed animal companion for the couch, not a corporate one!",6.959749221801758,6.459749221801758
en,base,Why did Europe apply for a passport? Because it wants to travel without a visa—and maybe get into some great debates along the way!,6.7078537940979,6.407853794097901
en,base,"Why did Mr. Johnson refuse to use an automated phone system? Because he found it regrettable when machines handled customer inquiries, just like the layoffs during the shutdown!",7.460000991821289,6.960000991821289
en,base,Why did the marine refuse to cross the river? Because there weren't enough amphibious warships to carry his flip-flops!,5.190430641174316,5.390430641174317
en,base,"Why did Philip Shishkin refuse to invest in cryptocurrency? Because someone tipped him off about a story that was too crazy, and now he's waiting for the next tip!",7.367107391357422,6.867107391357422
en,base,"Why did Macron's motorcade call Trump's motorcade? Because Macron's was parked in the ""slow lane"" of diplomacy!",7.071057319641113,7.447527907876408
en,base,Why did Steven Gerrard refuse to eat pizza before the Merseyside Derby? Because he didn't want any grudges left unsolved!,6.979959487915039,7.054959487915038
en,base,Why did Bashar Assad decide to hold elections? Because even dictators need a voting chance to show they're not completely ousted... and maybe to get some free cake at the polling station!,7.138962268829346,6.638962268829346
en,base,Why did the judge refuse to play cards with the jury? Because he didn't want to deal with a never-ending suit!,7.121982574462891,7.121982574462891
en,base,Why did the autumn fashionista bring a ladder to her closet? Because she heard hanging clothes can be so last summer!,7.308366298675537,7.308366298675537
en,base,Why did the blender break up with the food processor? Because it couldn't stand the smoothie-tastic lifestyle!,6.470015525817871,6.8700155258178714
en,base,Why did Justice Ketanji Brown Jackson cross the road? To warn the other side about something important... and then promptly forget what it was.,6.9989118576049805,6.6864118576049805
en,base,Why did the computer take up knitting? To finally unplug and not code itself into another corner!,7.2129716873168945,7.612971687316895
en,base,Why did the Bank of England refuse to lend money to the bakery? Because it was already dealing with a loaf of inflation over 4%!,7.679924964904785,7.179924964904785
en,base,"Why did the poet get arrested in 1980s Britain? Because his ode to litter was so realistic, the police mistook it for a crime scene!",7.610076427459717,7.110076427459717
en,base,Why did AOL's dial-up internet refuse to go to parties? Because it didn't want to risk being disconnected mid-conversation!,6.9083075523376465,7.108307552337647
en,base,"Why did Leonardo DiCaprio change his name to Lenny Williams? Because his agent said, ""In this business, you've got to change your name to avoid being typecast as a di-cast prop in caprios!""",7.335090637207031,6.835090637207031
en,base,Why did Nvidia decide to invest in Intel? Because even friends need to upgrade their PC's AI infrastructure sometimes!,6.515454292297363,6.712822713349995
en,base,Why did the city refuse the pond's job offer? Because it heard the pay was toxic runoff and the company culture was full of leaks!,7.09639835357666,6.59639835357666
en,base,Why did the librarian from Waterford pack her sweater in a book? Because she heard the best picks for autumn are between its pages!,6.518370628356934,6.218370628356934
en,base,Why did the soccer coach refuse personalized coverage? Because he didn't want his tactics analyzed one play at a time!,7.103344917297363,7.203344917297363
en,base,Why did the farmer enter his plough in the National Ploughing Championships? Because Screggan finally had a paved road!,6.331568717956543,6.502621349535491
en,base,Why did Borderlands 4 refuse to play hide and seek? Because it grew out of hiding all its chaos and color in one place!,6.717556953430176,6.417556953430176
en,base,Why did the TikTok algorithm go to therapy? Because it had a knack for making people's days feel like a never-ending For You Page!,7.184401512145996,6.882318178812663
en,base,Why did President Trump bring a ladder on his second state visit to Britain? Because he heard the Queen was rather tall!,7.034716606140137,6.9165347879583186
en,base,Why did the Walmart marketplace chicken cross the road? To get away from the fake chicken vendor who was also stealing people's identities!,7.18239164352417,6.98239164352417
en,base,"Why did Miley Cyrus need a map to find her way home? Because her ""Something Beautiful"" tour kept leading her back to Tennessee!",6.739335060119629,6.513248103597889
en,base,"Why did the UN Security Council refuse to play hide and seek with Iran? Because Iran always has a way of finding all the hidden snacks, just like those snapback sanctions!",7.359167575836182,6.859167575836182
en,base,Why did Van Gogh refuse to join a choir? Because he already had a bunch of ears to spare!,6.546480655670166,6.743849076722798
en,base,"Why did the battery refuse to go to energy storage projects? Because it heard there might be a lithium-ion party, and it fears its flame-retardant suit might not be enough!",6.948122024536133,6.448122024536133
en,base,"Why did the Hyundai car try to move to Georgia? To escape the ICE raid and save up for its botox fund—$2.7 billion in expansion funds, they say!",7.490814208984375,6.990814208984375
en,base,"Why did Natalie Foster try to sell health insurance to a Gen Z'er using binary code? Because she wanted them to ""1"" pay double or ""0"" go without!",7.304617404937744,6.801045976366315
en,base,"Why did Canada and Mexico decide to get closer? Because Trump's second term was like a rollercoaster, and they didn't want to miss a single thrill!",7.176528453826904,6.676528453826904
en,base,Why did the AI robot go to therapy? Because it couldn't handle all the data it was being fed about people lying more since it started talking!,7.2035369873046875,6.7035369873046875
en,base,"Why did the employee apply for unemployment insurance? Because his company thought it was ""insurable"" and filed a claim!",7.267523765563965,7.467523765563965
en,base,"Why did the Turkana person bring a umbrella to the desert? Because even in a harsh environment, you can't trust the weather!",6.0560302734375,5.9560302734375
en,base,"Why did the woman refuse the promotion? Because putting herself first meant she already had a ""me-time"" retreat planned for the exact same day!",7.081826686859131,6.781826686859131
en,base,Why did the male model refuse to pose naked in the forest? Because there were already too many taboos about him being nude!,6.912896156311035,6.712896156311035
en,base,Why did the lemon8 app think it was invited to every party? Because it keeps showing up in all my TikTok notifications!,6.624908447265625,6.524908447265625
en,base,Why did the tractor join the gym? To get ploughing muscles!,5.472701072692871,5.972701072692871
en,base,"Why did Cunha need a map to find Man Utd's news conference? Because the stadium was located in the ""Forward"" section of the city!",6.765190124511719,6.452690124511719
en,base,Why did the giant sausage sandwich refuse to go to the beach? Because it heard all the sausages there were already taken!,6.455976486206055,6.355976486206055
en,base,Why did Mike Pence join the faculty at George Mason University? To prove that he can lecture without contradicting himself!,7.218560218811035,7.281060218811035
en,base,"Why did the passport go to therapy? Because it had visa-ational issues, even during a government shutdown!",6.958940505981445,7.358940505981446
en,base,"Why did the supercentenarian refuse to join a science club? Because he already had the secret formula for healthy aging written on his forehead: ""Stay curious, keep laughing, and avoid small talk at all costs!""",7.297009468078613,6.797009468078613
en,base,Why did the snowstorm invite all the hikers to Mount Everest for China's national holiday? Because it wanted to see who could stay the coldest!,6.749373435974121,6.249373435974121
en,base,Why did the math professor refuse to reminisce about old times with his classmates? Because they always added up the memories but never divided by the lies!,7.417023658752441,6.917023658752441
en,base,Why did the ghost ship from 140 years ago refuse to join the diving club? Because it was already a lifetime member!,6.932992935180664,6.832992935180664
en,base,Why did the EU watchdog refuse to invest in cryptocurrencies? Because it was already watching too many exchanges!,7.529041767120361,7.829041767120361
en,base,Why did SoccerSlot think Ekitiké was stupid? Because he celebrated Liverpool's win and then got a red card—now he can't explain his own stupid mistake!,6.872171878814697,6.372171878814697
en,base,"Why did the Sinn Féin candidate refuse to shake hands with the other presidential candidates? Because shaking hands would be too mainstream—now it’s a gamechanger, according to McDonald!",7.524698734283447,7.024698734283447
en,base,"Why did Shane MacGowan refuse to visit the new tour about his Tipperary hometown? Because he heard it was filled with too many stories about his time in The Pogues, and he wanted to keep his boozy adventures a tipperary secret!",6.975281238555908,6.475281238555908
en,base,Why did Jim Gavin bring a ladder to the presidential debate? Because he heard the candidates were getting divisive up there!,7.008519172668457,7.008519172668457
en,base,"Why did the Mandalorian cross the road? To get away from the expectations, but apparently, he didn't look like he knew how to use the Force to do it, which some fans found confusing—like, ""Doesn't look like a movie, does it?""",6.851851940155029,-1.5
